11,12,13,14,21,22,23,24,25,26,27,28,31,32,33,41,42,43,51,52,53,54,55,56,57,58,59,61,62,63,64,71,72,73,74,75,77,78,81,82,83,91,92,95
160.1217239,89.93844476,265.9364069,104.7368925,150.0042921,259.0201925,174.7297684,242.5401091,212.7579409,147.4472051,282.0579942,215.3390649,94.74176605,107.5752957,40.89363728,44.02734847,148.3525771,167.2702071,72.54248417,141.1935185,120.2970496,143.0465851,380.1573199,212.3526059,205.8168616,371.6958253,335.0031309,104.1130137,85.76503716,120.9538653,120.8121028,1165.883328,13.98799541,52.22459336,71.24280977,56.39215003,452.4949825,139.7212968,90.79542134,124.0021399,58.34693736,719.0260896,56.64032766,208.9310905
18.76932581,9.079805766,33.30309631,2.15597871,0.537150888,1.369728421,1.337004714,6.442205811,2.482736973,4.364977875,21.33926916,18.37946692,0.478746185,2.060914915,1.395232151,5.685646148,7.720771065,7.810454006,12.29656078,23.06901159,17.4243259,19.49825954,53.16623403,40.74413073,43.93617415,43.12018693,61.86599875,25.99948836,21.76680718,27.76929767,29.3856562,138.9932835,2.017720511,9.374896908,17.15903201,8.873633457,36.50509369,29.52406926,0.214036331,0,1.036212463,161.7445372,13.72056061,20.01684547
7.164770371,0.625051561,4.806403545,6.151095345,18.04262182,24.82495908,23.72280474,24.78411595,16.00351867,16.84400164,16.80100894,15.41605711,6.627028158,7.012414312,6.795502667,2.33873482,4.899167324,5.896930552,2.46292735,3.067549007,1.609542122,2.434528469,9.897737771,5.17225699,4.303108708,14.77903825,11.27113338,1.715679783,0.608832391,1.371320009,0.531054257,14.35630135,1.068953799,0.821690458,1.293079991,2.116901855,19.37737001,5.048158404,0.093016518,0,0.144418895,2.772776705,0.324127863,24.83107228
6.317385626,6.024164099,12.8982641,7.967355486,7.99334901,16.49819379,7.549696624,12.6968814,15.21424952,6.666340887,14.3211279,9.226202823,7.162616576,7.758569114,0.905964746,1.468890056,11.91685169,13.5530532,1.482741486,4.309504025,5.134639978,6.274751413,14.26393909,2.951154583,2.370086961,15.59169613,7.044458359,0.341050283,0.642800371,1.889007269,0.344288921,64.79486665,0.457579538,1.607073215,0.532318646,1.980832347,26.69887365,1.092284329,10.12346737,13.99682074,5.952908771,10.24791805,0.246926718,3.319496395
17.98937422,4.690817394,26.84188795,0.885507578,0.288040422,0.299182793,0.106400638,0.689989885,0.706583993,0.340153214,4.540259414,4.498818174,0.217366114,1.089119163,1.365531668,0.52403335,2.695592903,0.54874285,1.738562774,3.486446905,8.734809994,1.854633663,9.791593642,2.020326484,11.84402592,4.534131412,0.500939261,19.10608037,17.23767309,19.02785907,25.33644877,6.793907658,0.419729965,4.038175888,12.79464967,3.520126087,13.89208586,20.33324822,0.035910353,0,0.774366462,134.9277555,12.0619562,12.58431348
0.227851425,0.054735656,0.862858906,0.044015528,0.049413848,0.039933374,0.073430274,0.386785485,0.01011206,0.267989947,1.537812076,2.113551194,0,0.07023038,0,1.787007957,1.740152896,6.151616552,0.900894561,2.117950342,0.625973699,1.286225173,3.26185714,1.835962567,3.359014203,3.612944082,9.079524108,2.482597677,1.370721403,4.079970201,0.656699704,10.82069219,1.043917974,2.102880912,1.060206313,2.366040973,4.531117576,2.528354968,0.001823862,0,0.013866606,1.362939133,0.0245211,1.42877722
3.297304437,3.004305451,7.432040557,4.537841737,3.163357303,5.538907917,2.961954004,2.828240333,5.164528409,1.298444273,4.589731654,3.176437379,2.183757338,2.535428499,0.111360798,0.238904913,2.017832727,1.422098203,0.406231689,1.245872626,1.667052231,1.365538096,3.517955346,0.758068536,0.515098184,5.819633628,1.036318096,0.044702794,0.305841714,0.308802094,0.057458093,10.65501735,0.129996414,0.319307671,0.069295036,0.427173566,6.563318203,0.498986567,4.916128084,2.158597751,0.921698477,5.669044987,0.06713221,0.358386301
13.98602414,4.849306797,46.90846624,24.52251798,54.40582211,73.02614089,76.99048129,99.47090214,67.56607128,65.10787648,53.90956732,44.1274527,209.0036104,161.940858,0,0.302809399,0.027106488,0,1.21017769,5.074111655,4.504570434,0.592300474,59.32310161,2.204897659,0.002635265,37.92545158,0,0,0,0.01054545,0.027363043,9.818642884,0.556233808,0.648430308,0.099081709,1.906538978,68.1976598,2.79298708,19.63956096,0,3.071122249,4.514678917,0.341804552,4.510328766
1.009011665,0.079273766,0.373520601,0.168811181,1.673207672,0.813873544,2.697314773,0.957190453,1.026245442,0.803677662,2.164065506,1.797087075,0.915096853,0.8419617,1.355177309,0.592942156,0.741347013,1.679879411,0.781773132,0.970936792,0.961424072,1.265444194,4.624478407,2.211926696,15.81503331,2.691883768,4.038822793,0.298287719,0.390446493,0.493793433,0.419237232,3.13667328,0.494143455,0.350621656,0.484504895,0.787781503,2.036325492,1.190270037,0.004459556,0.072878403,0.044216524,0.972845653,0.129684654,4.556857038
