DR2IKCAL,DR2ICARB,DR2IPROT,DR2ITFAT,DR2ISUGR,DR2IFIBE,DR2ISFAT,DR2ICHOL,DR2IIRON,DR2ISODI,DR2ICAFF
2610.968571,320.8071429,113.8821429,106.01,177.14,50.09,21.40068571,162.6,16.32725714,2137.271429,80
